,cik_str,ticker,title
1654,862022,HGTXU,HUGOTON ROYALTY TRUST
1655,862651,INVU,"Investview, Inc."
1656,862668,ESMC,ESCALON MEDICAL CORP
1657,862692,CCEL,CRYO CELL INTERNATIONAL INC
1658,862831,FISI,FINANCIAL INSTITUTIONS INC
1659,862861,JAN,JanOne Inc.
1660,863064,RIO,RIO TINTO PLC
1661,863110,ARTNA,ARTESIAN RESOURCES CORP
1662,863436,BHE,BENCHMARK ELECTRONICS INC
1663,863894,VERU,VERU INC.
1664,864240,SYPR,SYPRIS SOLUTIONS INC
1665,864509,MOC,COMMAND SECURITY CORP
1666,864749,TRMB,TRIMBLE INC.
1667,865058,NSEC,NATIONAL SECURITY GROUP INC
1668,865752,MNST,Monster Beverage Corp
1669,866028,PLM,POLYMET MINING CORP
1670,866273,MTRX,MATRIX SERVICE CO
1671,866368,PSB-PZ,PS BUSINESS PARKS INC/CA
1672,866368,PSB,PS BUSINESS PARKS INC/CA
1673,866368,PSB-PW,PS BUSINESS PARKS INC/CA
1674,866368,PSB-PX,PS BUSINESS PARKS INC/CA
1675,866368,PSB-PY,PS BUSINESS PARKS INC/CA
1676,866374,FLEX,FLEX LTD.
1677,866439,DPLS,"DarkPulse, Inc."
1678,866609,IO,ION GEOPHYSICAL CORP
1679,866706,ESE,ESCO TECHNOLOGIES INC
1680,866729,SCHL,SCHOLASTIC CORP
1681,866787,AZO,AUTOZONE INC
1682,866829,HLX,HELIX ENERGY SOLUTIONS GROUP INC
1683,867028,ETFM,FOMO CORP.
1684,867038,SPND,SPINDLETOP OIL & GAS CO
1685,867665,AXAS,ABRAXAS PETROLEUM CORP
1686,867773,SPWR,SUNPOWER CORP
1687,867840,PEYE,"PRECISION OPTICS CORPORATION, INC."
1688,868271,SVBI,SEVERN BANCORP INC
1689,868278,PRPH,"ProPhase Labs, Inc."
1690,868671,GBCI,"GLACIER BANCORP, INC."
1691,868675,TU,TELUS CORP
1692,868725,RTK,"RENTECH, INC."
1693,868780,DORM,"Dorman Products, Inc."
1694,868822,CRCUF,CANARC RESOURCE CORP
1695,868857,ACM,AECOM
1696,869425,ADRNY,Royal Ahold Delhaize
1697,869495,DWOG,DEEP WELL OIL & GAS INC
1698,869531,ADGO,Advantego Corp
1699,870385,CARO,CAROLINA FINANCIAL CORP
1700,870753,NMRX,NUMEREX CORP /PA/
1701,870826,IMBI,"iMedia Brands, Inc."
1702,871763,MAN,ManpowerGroup Inc.
1703,872589,REGN,"REGENERON PHARMACEUTICALS, INC."
1704,872912,DCTH,"DELCATH SYSTEMS, INC."
1705,873044,RSYS,RADISYS CORP
1706,873303,SRPT,"Sarepta Therapeutics, Inc."
1707,873860,OCN,OCWEN FINANCIAL CORP
1708,874015,IONS,IONIS PHARMACEUTICALS INC
1709,874238,STRL,STERLING CONSTRUCTION CO INC
1710,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC
1711,874396,LCUT,"LIFETIME BRANDS, INC"
1712,874499,GPOR,GULFPORT ENERGY CORP
1713,874501,AMBC,AMBAC FINANCIAL GROUP INC
1714,874501,AMBC-WT,AMBAC FINANCIAL GROUP INC
1715,874710,AHPI,ALLIED HEALTHCARE PRODUCTS INC
1716,874716,IDXX,IDEXX LABORATORIES INC /DE
1717,874761,AES,AES CORP
1718,874766,HGH,"HARTFORD FINANCIAL SERVICES GROUP, INC."
1719,874766,HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC."
1720,874766,HIG-PG,"HARTFORD FINANCIAL SERVICES GROUP, INC."
1721,874866,CRVL,CORVEL CORP
1722,874977,STFC,State Auto Financial CORP
1723,875045,BIIB,BIOGEN INC.
1724,875320,VRTX,VERTEX PHARMACEUTICALS INC / MA
1725,875355,ISIG,INSIGNIA SYSTEMS INC/MN
1726,875357,BOKF,BOK FINANCIAL CORP ET AL
1727,875582,NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP
1728,875622,BSTC,BIOSPECIFICS TECHNOLOGIES CORP
1729,875657,ULBI,ULTRALIFE CORP
1730,875729,BNET,BION ENVIRONMENTAL TECHNOLOGIES INC
1731,876167,PRGS,PROGRESS SOFTWARE CORP /MA
1732,876343,LCTX,"Lineage Cell Therapeutics, Inc."
1733,876378,TRXC,"TRANSENTERIX, INC."
1734,876378,TRXDW,"TRANSENTERIX, INC."
1735,876427,MNRO,"MONRO, INC."
1736,876437,MTG,MGIC INVESTMENT CORP
1737,876523,EZPW,EZCORP INC
1738,876779,MGIC,MAGIC SOFTWARE ENTERPRISES LTD
1739,876883,MDCA,MDC PARTNERS INC
1740,877212,ZBRA,ZEBRA TECHNOLOGIES CORP
1741,877365,OSB,Norbord Inc.
1742,877422,SPTN,SpartanNash Co
1743,877860,NHI,NATIONAL HEALTH INVESTORS INC
1744,877890,CTXS,CITRIX SYSTEMS INC
1745,878079,BONT,BON TON STORES INC
1746,878518,TGB,TASEKO MINES LTD
1747,878526,NTUS,NATUS MEDICAL INC
1748,878726,TUES,TUESDAY MORNING CORP/DE
1749,878726,TUESQ,TUESDAY MORNING CORP/DE
1750,878828,WTT,WIRELESS TELECOM GROUP INC
1751,878927,ODFL,"OLD DOMINION FREIGHT LINE, INC."
1752,878932,EQS,"EQUUS TOTAL RETURN, INC."
1753,879101,KIM,KIMCO REALTY CORP
1754,879101,KIM-PL,KIMCO REALTY CORP
1755,879101,KIM-PM,KIMCO REALTY CORP
1756,879169,INCY,INCYTE CORP
1757,879407,ARWR,"ARROWHEAD PHARMACEUTICALS, INC."
1758,879526,WNC,WABASH NATIONAL Corp
1759,879575,TNH,TERRA NITROGEN CO L P /DE
1760,879585,ATNI,"ATN International, Inc."
1761,879635,MPB,MID PENN BANCORP INC
1762,879682,VIVE,"VIVEVE MEDICAL, INC."
1763,879764,TOT,TOTAL S.A.
1764,879911,AERG,"APPLIED ENERGETICS, INC."
1765,880117,JBSS,SANFILIPPO JOHN B & SON INC
1766,880224,ITPOF,INTERTAPE POLYMER GROUP INC
1767,880242,BLGO,"BIOLARGO, INC."
1768,880266,AGCO,AGCO CORP /DE
1769,880417,CSBB,CSB BANCORP INC /OH
1770,880432,MSON,MISONIX INC
1771,880631,WETF,"WisdomTree Investments, Inc."
1772,880641,EFSI,EAGLE FINANCIAL SERVICES INC
1773,880771,SCLN,SCICLONE PHARMACEUTICALS INC
1774,880807,AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/
1775,880984,ACFN,"ACORN ENERGY, INC."
1776,881524,VVUS,VIVUS INC
1777,881787,CRT,CROSS TIMBERS ROYALTY TRUST
1778,881890,ABAX,ABAXIS INC
1779,882095,GILD,GILEAD SCIENCES INC
1780,882104,PDLI,"PDL BIOPHARMA, INC."
1781,882184,DHI,HORTON D R INC /DE/
1782,882291,AEMD,AETHLON MEDICAL INC
1783,882361,APTO,Aptose Biosciences Inc.
1784,882508,QUIK,QUICKLOGIC Corp
1785,882796,BCRX,BIOCRYST PHARMACEUTICALS INC
1786,882800,PACV,"Pacific Ventures Group, Inc."
1787,882800,PACVD,"Pacific Ventures Group, Inc."
1788,882835,ROP,ROPER TECHNOLOGIES INC
1789,883107,NANX,NANOPHASE TECHNOLOGIES Corp
1790,883237,VRTS,"VIRTUS INVESTMENT PARTNERS, INC."
1791,883237,VRTSP,"VIRTUS INVESTMENT PARTNERS, INC."
1792,883241,SNPS,SYNOPSYS INC
1793,883569,FOSL,"Fossil Group, Inc."
1794,883902,CNR,"Cornerstone Building Brands, Inc."
1795,883943,CBKC,CHRISTOPHER & BANKS CORP
1796,883945,USAK,USA TRUCK INC
1797,883948,AUB,Atlantic Union Bankshares Corp
1798,883948,AUBAP,Atlantic Union Bankshares Corp
1799,883975,MBOT,Microbot Medical Inc.
1800,883984,ICUI,ICU MEDICAL INC/DE
1801,884144,ASUR,ASURE SOFTWARE INC
1802,884217,TLRD,TAILORED BRANDS INC
1803,884219,VVI,VIAD CORP
1804,884247,YVR,Liquid Media Group Ltd.
1805,884269,APT,ALPHA PRO TECH LTD
1806,884363,FNAM,"EVOLUTIONARY GENOMICS, INC."
1807,884614,UGI,UGI CORP /PA/
1808,884624,OFIX,Orthofix Medical Inc.
1809,884650,IMCI,INFINITE GROUP INC
1810,884713,COT,Primo Water Corp /CN/
1811,884713,PRMW,Primo Water Corp /CN/
1812,884887,RCL,ROYAL CARIBBEAN CRUISES LTD
1813,884940,SMRT,STEIN MART INC
1814,885074,AGHC,Aeon Global Health Corp.
1815,885245,BKE,BUCKLE INC
1816,885307,JCTCF,JEWETT CAMERON TRADING CO LTD
1817,885462,GURE,"GULF RESOURCES, INC."
1818,885508,STRS,STRATUS PROPERTIES INC
1819,885550,CACC,CREDIT ACCEPTANCE CORP
1820,885590,BHC,Bausch Health Companies Inc.
1821,885639,KSS,KOHLS Corp
1822,885725,BSX,BOSTON SCIENTIFIC CORP
1823,885725,BSX-PA,BOSTON SCIENTIFIC CORP
1824,885740,SPNS,SAPIENS INTERNATIONAL CORP N V
1825,885978,USPH,U S PHYSICAL THERAPY INC /NV
1826,886035,BGC,GENERAL CABLE CORP /DE/
1827,886093,NUNZ,NUNZIA PHARMACEUTICAL Co
1828,886128,FCEL,FUELCELL ENERGY INC
1829,886136,SGA,SAGA COMMUNICATIONS INC
1830,886137,FINL,FINISH LINE INC /IN/
1831,886158,BBBY,BED BATH & BEYOND INC
1832,886163,LGND,LIGAND PHARMACEUTICALS INC
1833,886206,FC,FRANKLIN COVEY CO
1834,886346,KAI,KADANT INC
1835,886744,GERN,GERON CORP
1836,886835,SPN,SUPERIOR ENERGY SERVICES INC
1837,886977,MEOH,METHANEX CORP
1838,886982,GS-PD,GOLDMAN SACHS GROUP INC
1839,886982,GS-PJ,GOLDMAN SACHS GROUP INC
1840,886982,GS-PK,GOLDMAN SACHS GROUP INC
1841,886982,GS-PN,GOLDMAN SACHS GROUP INC
1842,886982,FRLG,GOLDMAN SACHS GROUP INC
1843,886982,GCE,GOLDMAN SACHS GROUP INC
1844,886982,GS,GOLDMAN SACHS GROUP INC
1845,886982,GS-PA,GOLDMAN SACHS GROUP INC
1846,886982,GS-PC,GOLDMAN SACHS GROUP INC
1847,886986,TECK,TECK RESOURCES LTD
1848,887028,RTNTF,RIO TINTO LTD
1849,887151,CAPS,Capstone Therapeutics Corp.
1850,887153,SIM,GROUP SIMEC SA DE CV
1851,887225,KEP,KOREA ELECTRIC POWER CORP
1852,887226,PRCP,PERCEPTRON INC/MI
1853,887247,ADMP,Adamis Pharmaceuticals Corp
1854,887343,COLB,"COLUMBIA BANKING SYSTEM, INC."
1855,887359,VCEL,Vericel Corp
1856,887396,EMPR,EMPIRE PETROLEUM CORP
1857,887596,CAKE,CHEESECAKE FACTORY INC
1858,887730,KEM,KEMET CORP
1859,887733,CENT,CENTRAL GARDEN & PET CO
1860,887733,CENTA,CENTRAL GARDEN & PET CO
1861,887905,LTC,LTC PROPERTIES INC
1862,887919,PFBI,PREMIER FINANCIAL BANCORP INC
1863,887921,REV,REVLON INC /DE/
1864,887936,FCN,"FTI CONSULTING, INC"
1865,887969,MRVC,MRV COMMUNICATIONS INC
1866,888491,OHI,OMEGA HEALTHCARE INVESTORS INC
1867,888504,LAYN,LAYNE CHRISTENSEN CO
1868,888721,TRIB,TRINITY BIOTECH PLC
1869,888746,CCU,UNITED BREWERIES CO INC
1870,888981,NNUP,NOCOPI TECHNOLOGIES INC/MD/
1871,889132,PKX,POSCO
1872,889331,LFUS,LITTELFUSE INC /DE
1873,889348,CVU,CPI AEROSTRUCTURES INC
1874,889609,CPSS,CONSUMER PORTFOLIO SERVICES INC
1875,889900,PTEN,PATTERSON UTI ENERGY INC
1876,889971,LPTH,LIGHTPATH TECHNOLOGIES INC
1877,890066,GLBZ,GLEN BURNIE BANCORP
1878,890264,EXA,EXA CORP
1879,890319,TCO,TAUBMAN CENTERS INC
1880,890319,TCO-PJ,TAUBMAN CENTERS INC
1881,890319,TCO-PK,TAUBMAN CENTERS INC
1882,890394,MOSY,"MoSys, Inc."
1883,890447,VTNR,Vertex Energy Inc.
1884,890541,BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC."
1885,890543,IBTGF,INTERNATIONAL BARRIER TECHNOLOGY INC
1886,890564,ASGN,ASGN Inc
1887,890821,AMRH,"AMERI Holdings, Inc."
1888,890926,RDN,RADIAN GROUP INC
1889,891014,MTX,MINERALS TECHNOLOGIES INC
1890,891024,PDCO,"PATTERSON COMPANIES, INC."
1891,891103,MTCH,"Match Group, Inc."
1892,891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC."
1893,891293,CTIC,CTI BIOPHARMA CORP
1894,891417,NMGX,Nano Magic Inc.
1895,891417,PENC,Nano Magic Inc.
1896,891478,SAN,"Banco Santander, S.A."
1897,891478,SAN-PB,"Banco Santander, S.A."
1898,891482,FLL,FULL HOUSE RESORTS INC
1899,891532,PESI,PERMA FIX ENVIRONMENTAL SERVICES INC
1900,892222,BREW,"CRAFT BREW ALLIANCE, INC."
1901,892450,KT,KT CORP
1902,892482,QUMU,Qumu Corp
1903,892537,MANT,MANTECH INTERNATIONAL CORP
1904,892553,GTLS,CHART INDUSTRIES INC
1905,892832,SDON,SANDSTON CORP
1906,893538,SM,SM Energy Co
1907,893691,DOOR,MASONITE INTERNATIONAL CORP
1908,893847,HWBK,"HAWTHORN BANCSHARES, INC."
1909,893949,MD,"MEDNAX, INC."
1910,894081,ATSG,"Air Transport Services Group, Inc."
1911,894158,SYN,"Synthetic Biologics, Inc."
1912,894315,SITC,SITE Centers Corp.
1913,894315,SITC-PA,SITE Centers Corp.
1914,894405,ARCB,ARCBEST CORP /DE/
1915,894560,BOTH,BIOETHICS LTD
1916,894627,EGY,VAALCO ENERGY INC /DE/
1917,894671,OVBC,OHIO VALLEY BANC CORP
1918,894871,MVEN,"theMaven, Inc."
1919,895051,CASI,"CASI Pharmaceuticals, Inc."
1920,895126,CHK,CHESAPEAKE ENERGY CORP
1921,895126,CHKAQ,CHESAPEAKE ENERGY CORP
1922,895126,CHKPQ,CHESAPEAKE ENERGY CORP
1923,895126,CHKVP,CHESAPEAKE ENERGY CORP
1924,895126,CHKVQ,CHESAPEAKE ENERGY CORP
1925,895126,CHKDG,CHESAPEAKE ENERGY CORP
1926,895126,CHKDJ,CHESAPEAKE ENERGY CORP
1927,895126,CHKDP,CHESAPEAKE ENERGY CORP
1928,895126,CHKGQ,CHESAPEAKE ENERGY CORP
1929,895126,CHKLQ,CHESAPEAKE ENERGY CORP
1930,895126,CHK-PD,CHESAPEAKE ENERGY CORP
1931,895417,ELS,EQUITY LIFESTYLE PROPERTIES INC
1932,895419,CREE,"CREE, INC."
1933,895421,CNY,MORGAN STANLEY
1934,895421,URR,MORGAN STANLEY
1935,895421,MS-PA,MORGAN STANLEY
1936,895421,MS-PI,MORGAN STANLEY
1937,895421,MS-PK,MORGAN STANLEY
1938,895421,MS-PL,MORGAN STANLEY
1939,895421,INR,MORGAN STANLEY
1940,895421,MLPY,MORGAN STANLEY
1941,895421,MS,MORGAN STANLEY
1942,895447,SCVL,SHOE CARNIVAL INC
1943,895456,RCKY,"ROCKY BRANDS, INC."
1944,895464,MAGAA,MAGNA LAB INC
1945,895665,SCON,SUPERCONDUCTOR TECHNOLOGIES INC
1946,895728,ENB,ENBRIDGE INC
1947,895728,ENBA,ENBRIDGE INC
1948,896156,ETH,ETHAN ALLEN INTERIORS INC
1949,896159,CB,Chubb Ltd
1950,896262,AMED,AMEDISYS INC
1951,896264,USNA,USANA HEALTH SCIENCES INC
1952,896429,USAT,USA TECHNOLOGIES INC
1953,896429,USATP,USA TECHNOLOGIES INC
1954,896493,DPW,"DPW Holdings, Inc."
1955,896494,MAGS,MAGAL SECURITY SYSTEMS LTD
1956,896622,ATR,APTARGROUP INC
1957,896747,ABMC,AMERICAN BIO MEDICA CORP
1958,896841,AVID,"AVID TECHNOLOGY, INC."
1959,896878,INTU,INTUIT INC
1960,896985,DEST,Destination Maternity Corp
1961,896985,DESTQ,Destination Maternity Corp
1962,897077,ALG,ALAMO GROUP INC
1963,897078,KOAN,"Resonate Blends, Inc."
1964,897322,GILT,GILAT SATELLITE NETWORKS LTD
1965,897429,CHS,"CHICO'S FAS, INC."
1966,897448,AMRN,AMARIN CORP PLC\UK
1967,897723,SANM,SANMINA CORP
1968,898171,UWHR,UWHARRIE CAPITAL CORP
1969,898173,ORLY,O REILLY AUTOMOTIVE INC
1970,898174,RGA,REINSURANCE GROUP OF AMERICA INC
1971,898174,RZA,REINSURANCE GROUP OF AMERICA INC
1972,898174,RZB,REINSURANCE GROUP OF AMERICA INC
1973,898293,JBL,JABIL INC
1974,898437,ANIK,"Anika Therapeutics, Inc."
1975,898770,SMED,SHARPS COMPLIANCE CORP
1976,899051,ALL,ALLSTATE CORP
1977,899051,ALL-PB,ALLSTATE CORP
1978,899051,ALL-PG,ALLSTATE CORP
1979,899051,ALL-PH,ALLSTATE CORP
1980,899051,ALL-PI,ALLSTATE CORP
1981,899460,MNKD,MANNKIND CORP
1982,899629,AKR,ACADIA REALTY TRUST
1983,899689,VNO-PL,VORNADO REALTY TRUST
1984,899689,VNO-PM,VORNADO REALTY TRUST
1985,899689,VNO,VORNADO REALTY TRUST
1986,899689,VNO-PK,VORNADO REALTY TRUST
1987,899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC"
1988,899749,HR,HEALTHCARE REALTY TRUST INC
1989,899751,TWI,TITAN INTERNATIONAL INC
1990,899866,ALXN,"ALEXION PHARMACEUTICALS, INC."
1991,899923,MYGN,MYRIAD GENETICS INC
1992,900075,CPRT,COPART INC
1993,900278,APELF,"ALPS ALPINE CO., LTD."
1994,900278,APELY,"ALPS ALPINE CO., LTD."
1995,900349,PERY,"PERRY ELLIS INTERNATIONAL, INC"
1996,900391,NTZ,NATUZZI S P A
1997,901491,PZZA,PAPA JOHNS INTERNATIONAL INC
1998,901832,AZN,ASTRAZENECA PLC
1999,902274,LBY,LIBBEY INC
2000,902274,LBYYQ,LIBBEY INC
2001,902791,BBSI,BARRETT BUSINESS SERVICES INC
2002,903129,THRM,GENTHERM Inc
2003,903419,ALRS,ALERUS FINANCIAL CORP
2004,903571,GSS,GOLDEN STAR RESOURCES LTD.
2005,903651,INOD,INNODATA INC
2006,904325,WDGJF,JOHN WOOD GROUP PLC
2007,904851,YPF,YPF SOCIEDAD ANONIMA
2008,904979,SHLO,SHILOH INDUSTRIES INC
2009,906107,EQR,EQUITY RESIDENTIAL
2010,906163,NVR,NVR INC
2011,906193,KTEC,KEY TECHNOLOGY INC
2012,906338,TARO,TARO PHARMACEUTICAL INDUSTRIES LTD
2013,906345,CPT,CAMDEN PROPERTY TRUST
2014,906465,QCRH,QCR HOLDINGS INC
2015,906553,BYD,BOYD GAMING CORP
2016,906709,NKTR,NEKTAR THERAPEUTICS
2017,907242,MCRI,MONARCH CASINO & RESORT INC
2018,907254,BFS,"SAUL CENTERS, INC."
2019,907254,BFS-PD,"SAUL CENTERS, INC."
2020,907254,BFS-PE,"SAUL CENTERS, INC."
2021,907471,CASH,META FINANCIAL GROUP INC
2022,907654,ABIO,"ARCA biopharma, Inc."
2023,908255,BWA,BORGWARNER INC
2024,908256,CSHEF,CHINA ENTERPRISES LTD
2025,908259,MATN,MATEON THERAPEUTICS INC
2026,908311,CMCT,CIM Commercial Trust Corp
2027,908311,CMCTP,CIM Commercial Trust Corp
2028,908315,WINA,WINMARK CORP
2029,908732,SHI,SINOPEC SHANGHAI PETROCHEMICAL CO LTD
2030,908732,SPTJF,SINOPEC SHANGHAI PETROCHEMICAL CO LTD
2031,908937,SIRI,SIRIUS XM HOLDINGS INC.
2032,909037,SQM,CHEMICAL & MINING CO OF CHILE INC
2033,909108,DHIL,DIAMOND HILL INVESTMENT GROUP INC
2034,909327,SUZ,Suzano S.A.
2035,909494,TCX,TUCOWS INC /PA/
2036,909724,TLF,TANDY LEATHER FACTORY INC
2037,909832,COST,COSTCO WHOLESALE CORP /NEW
2038,910073,NYCB-PA,NEW YORK COMMUNITY BANCORP INC
2039,910073,NYCB-PU,NEW YORK COMMUNITY BANCORP INC
2040,910073,NYCB,NEW YORK COMMUNITY BANCORP INC
2041,910108,LXP,LEXINGTON REALTY TRUST
2042,910108,LXP-PC,LEXINGTON REALTY TRUST
2043,910267,TTNP,TITAN PHARMACEUTICALS INC
2044,910322,AF,ASTORIA FINANCIAL CORP
2045,910329,MED,MEDIFAST INC
2046,910406,HAIN,HAIN CELESTIAL GROUP INC
2047,910521,DECK,DECKERS OUTDOOR CORP
2048,910569,NORZF,NORZINC LTD.
2049,910606,REG,REGENCY CENTERS CORP
2050,910612,CBL,CBL & ASSOCIATES PROPERTIES INC
2051,910631,KOF,COCA COLA FEMSA SAB DE CV
2052,910638,DDD,3D SYSTEMS CORP
2053,910679,WVFC,WVS FINANCIAL CORP
2054,911109,MINI,MOBILE MINI INC
2055,911147,CNTY,CENTURY CASINOS INC /CO/
2056,911148,KDUS,CADUS CORP
2057,911177,CWST,CASELLA WASTE SYSTEMS INC
2058,911216,PTN,PALATIN TECHNOLOGIES INC
2059,911421,PRE-PI,PARTNERRE LTD
2060,911421,PRE-PF,PARTNERRE LTD
2061,911421,PRE-PG,PARTNERRE LTD
2062,911421,PRE-PH,PARTNERRE LTD
2063,911649,SDI,STANDARD DIVERSIFIED INC.
2064,911971,TK,TEEKAY CORP
2065,912061,NHTC,NATURAL HEALTH TRENDS CORP
2066,912093,VIAV,VIAVI SOLUTIONS INC.
2067,912242,MAC,MACERICH CO
2068,912463,GES,GUESS INC
2069,912505,ENIA,ENEL AMERICAS S.A.
2070,912562,ROCK,"GIBRALTAR INDUSTRIES, INC."
2071,912593,SUI,SUN COMMUNITIES INC
2072,912595,MAA,MID AMERICA APARTMENT COMMUNITIES INC.
2073,912603,SCHN,"SCHNITZER STEEL INDUSTRIES, INC."
2074,912615,URBN,URBAN OUTFITTERS INC
2075,912728,FWRD,FORWARD AIR CORP
2076,912752,SBGI,SINCLAIR BROADCAST GROUP INC
2077,912766,LAUR,"LAUREATE EDUCATION, INC."
2078,912767,UFPI,UFP INDUSTRIES INC
2079,912833,WMAR,WEST MARINE INC
2080,912892,TV,"GRUPO TELEVISA, S.A.B."
2081,912958,TIGO,MILLICOM INTERNATIONAL CELLULAR SA
2082,913059,BBAR,Banco BBVA Argentina S.A.
2083,913142,BDC,BELDEN INC.
2084,913144,RNR-PF,RENAISSANCERE HOLDINGS LTD
2085,913144,RNR,RENAISSANCERE HOLDINGS LTD
2086,913144,RNR-PE,RENAISSANCERE HOLDINGS LTD
2087,913165,EXAC,EXACTECH INC
2088,913241,SHOO,"STEVEN MADDEN, LTD."
2089,913277,CLAR,Clarus Corp
2090,913290,FRO,FRONTLINE LTD /
2091,913341,CFFI,C & F FINANCIAL CORP
2092,913353,CIGI,Colliers International Group Inc.
2093,913760,SNEX,INTL FCSTONE INC.
2094,913760,INTL,INTL FCSTONE INC.
2095,914025,PLT,PLANTRONICS INC /CA/
2096,914122,PPIH,"Perma-Pipe International Holdings, Inc."
2097,914139,PRKR,PARKERVISION INC
2098,914156,UFPT,UFP TECHNOLOGIES INC
2099,914208,IVZ,Invesco Ltd.
2100,914374,OKSB,SOUTHWEST BANCORP INC
2101,914475,NBIX,NEUROCRINE BIOSCIENCES INC
2102,914712,STCN,"Steel Connect, Inc."
2103,915191,FAXRF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2104,915191,FAXXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2105,915191,FRFFF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2106,915191,FRFGF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2107,915191,FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2108,915191,FRFXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2109,915191,FRFZF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2110,915191,FXFLF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2111,915358,SGMA,SIGMATRON INTERNATIONAL INC
2112,915389,EMN,EASTMAN CHEMICAL CO
2113,915778,DSPG,DSP GROUP INC /DE/
2114,915779,DAKT,DAKTRONICS INC /SD/
2115,915840,BZH,BEAZER HOMES USA INC
2116,915912,AVB,AVALONBAY COMMUNITIES INC
2117,915913,ALB,ALBEMARLE CORP
2118,916076,MLM,MARTIN MARIETTA MATERIALS INC
2119,916365,TSCO,TRACTOR SUPPLY CO /DE/
2120,916529,ARTX,AROTECH CORP
2121,916540,DAR,DARLING INGREDIENTS INC.
2122,916789,HELE,HELEN OF TROY LTD
2123,916793,SILC,SILICOM LTD.
2124,916907,SMBC,"SOUTHERN MISSOURI BANCORP, INC."
2125,917225,XPL,SOLITARIO ZINC CORP.
2126,917251,ADC,AGREE REALTY CORP
2127,917273,RMBS,RAMBUS INC
2128,917470,ZEUS,OLYMPIC STEEL INC
2129,917491,FARO,FARO TECHNOLOGIES INC
2130,917520,IART,INTEGRA LIFESCIENCES HOLDINGS CORP
2131,917523,RVLT,"Revolution Lighting Technologies, Inc."
2132,917851,VALE,Vale S.A.
2133,918160,AKS,AK STEEL HOLDING CORP
2134,918251,MPAA,MOTORCAR PARTS AMERICA INC
2135,918541,NNBR,NN INC
2136,918545,BISA,BALTIC INTERNATIONAL USA INC
2137,918573,GRVE,GROOVE BOTANICALS INC.
2138,918580,GPIC,Gaming Partners International CORP
2139,918608,EGO,ELDORADO GOLD CORP /FI
2140,918646,EXP,EAGLE MATERIALS INC
2141,918965,SCSC,"SCANSOURCE, INC."
2142,919012,AEO,AMERICAN EAGLE OUTFITTERS INC
2143,919175,SGMD,"Sugarmade, Inc."
2144,919864,NWIN,NORTHWEST INDIANA BANCORP
2145,919956,DVCR,"Diversicare Healthcare Services, Inc."
2146,920112,HTLF,HEARTLAND FINANCIAL USA INC
2147,920112,HTLFP,HEARTLAND FINANCIAL USA INC
2148,920148,LH,LABORATORY CORP OF AMERICA HOLDINGS
2149,920321,CVO,"CENVEO, INC"
2150,920371,SSD,"Simpson Manufacturing Co., Inc."
2151,920427,UNTY,UNITY BANCORP INC /NJ/
2152,920448,BVSN,BROADVISION INC
2153,920448,BVSNQ,BROADVISION INC
2154,920465,LJPC,LA JOLLA PHARMACEUTICAL CO
2155,920522,ESS,"ESSEX PROPERTY TRUST, INC."
2156,920760,LEN,LENNAR CORP /NEW/
2157,920760,LENB,LENNAR CORP /NEW/
2158,921082,HIW,"HIGHWOODS PROPERTIES, INC."
2159,921112,LPT,LIBERTY PROPERTY TRUST
2160,921114,ARMP,"Armata Pharmaceuticals, Inc."
2161,921183,HMNF,HMN FINANCIAL INC
2162,921299,FGEN,FIBROGEN INC
2163,921557,RBCAA,REPUBLIC BANCORP INC /KY/
2164,921560,MGPC,"Moregain Pictures, Inc."
2165,921582,IMAX,IMAX CORP
2166,921638,SSRM,SSR MINING INC.
2167,921738,PENN,PENN NATIONAL GAMING INC
2168,921825,FR,FIRST INDUSTRIAL REALTY TRUST INC
2169,922224,PPL,PPL Corp
2170,922224,PPX,PPL Corp
2171,922247,CTDH,"Cyclo Therapeutics, Inc."
2172,922330,RGUS,REGI U S INC
2173,922358,FGP,FERRELLGAS PARTNERS L P
2174,922487,RBPAA,ROYAL BANCSHARES OF PENNSYLVANIA INC
2175,922521,FALC,FALCONSTOR SOFTWARE INC
2176,922612,SMIT,SCHMITT INDUSTRIES INC
2177,922621,ERIE,ERIE INDEMNITY CO
2178,922864,AIV,APARTMENT INVESTMENT & MANAGEMENT CO
2179,923120,GBX,GREENBRIER COMPANIES INC
2180,923139,FFIC,FLUSHING FINANCIAL CORP
2181,923571,USX,US XPRESS ENTERPRISES INC
2182,923601,SMDM,SINGING MACHINE CO INC
