,cik_str,ticker,title
4598,1383312,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC."
4599,1383394,TEGY,TRANSACT ENERGY CORP
4600,1383395,SQNS,SEQUANS COMMUNICATIONS
4601,1383414,PNNT,PENNANTPARK INVESTMENT CORP
4602,1383414,PNNTG,PENNANTPARK INVESTMENT CORP
4603,1383650,CQP,"Cheniere Energy Partners, L.P."
4604,1383701,CNAT,Histogen Inc.
4605,1383701,HSTO,Histogen Inc.
4606,1384101,VCYT,"VERACYTE, INC."
4607,1384135,HEAT,"Lithium & Boron Technology, Inc."
4608,1384195,REI,"RING ENERGY, INC."
4609,1384710,MORE,"Monogram Residential Trust, Inc."
4610,1384905,RNG,"RingCentral, Inc."
4611,1385145,CEL,Cellcom Israel Ltd.
4612,1385157,TEL,TE Connectivity Ltd.
4613,1385280,CNK,"Cinemark Holdings, Inc."
4614,1385329,CWSS,"Creative Waste Solutions, Inc."
4615,1385508,OPNT,"OPIANT PHARMACEUTICALS, INC."
4616,1385613,GLRE,"GREENLIGHT CAPITAL RE, LTD."
4617,1385799,ABMT,Advanced Biomedical Technologies Inc.
4618,1385818,AYTU,"AYTU BIOSCIENCE, INC"
4619,1385818,AYTUW,"AYTU BIOSCIENCE, INC"
4620,1385818,AYTUZ,"AYTU BIOSCIENCE, INC"
4621,1385849,UUUU,ENERGY FUELS INC
4622,1385849,UUUU-WT,ENERGY FUELS INC
4623,1385867,COUP,Coupa Software Inc
4624,1386018,TGRO,"Tiger Oil & Energy, Inc."
4625,1386026,ZNGYQ,"ZENERGY BRANDS, INC."
4626,1386049,BYOC,"Beyond Commerce, Inc."
4627,1386278,GDOT,GREEN DOT CORP
4628,1386301,RSSS,"Research Solutions, Inc."
4629,1386570,CDXC,ChromaDex Corp.
4630,1386716,SBLK,Star Bulk Carriers Corp.
4631,1386716,SBLKZ,Star Bulk Carriers Corp.
4632,1387467,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd
4633,1387713,NEUL,"NEULION, INC."
4634,1387976,CSRH,"Consorteum Holdings, Inc."
4635,1388133,SHOR,ShoreTel Inc
4636,1388180,NRBT,Novus Robotics Inc.
4637,1388195,PMC,PharMerica CORP
4638,1388319,USRM,"U.S. Stem Cell, Inc."
4639,1388320,ATNM,"Actinium Pharmaceuticals, Inc."
4640,1388410,PRLX,"PARALLAX HEALTH SCIENCES, INC."
4641,1388430,CAI,"CAI International, Inc."
4642,1388658,IRTC,"iRhythm Technologies, Inc."
4643,1389002,MRIN,MARIN SOFTWARE INC
4644,1389050,AROC,"Archrock, Inc."
4645,1389067,TTCM,TAUTACHROME INC.
4646,1389170,TRGP,Targa Resources Corp.
4647,1389207,GFASY,Gafisa S.A.
4648,1389518,TONJ,"Tongji Healthcare Group, Inc."
4649,1389545,NBY,"NovaBay Pharmaceuticals, Inc."
4650,1390162,HBMD,Howard Bancorp Inc
4651,1390478,SLS,"SELLAS Life Sciences Group, Inc."
4652,1390777,BK,Bank of New York Mellon Corp
4653,1390777,BK-PC,Bank of New York Mellon Corp
4654,1390844,WBC,WABCO Holdings Inc.
4655,1391127,LLNW,"Limelight Networks, Inc."
4656,1391135,AQSP,ACQUIRED SALES CORP
4657,1391933,QNTO,QUAINT OAK BANCORP INC
4658,1392091,BKEP,"Blueknight Energy Partners, L.P."
4659,1392326,CPLP,Capital Product Partners L.P.
4660,1392380,GEVO,"Gevo, Inc."
4661,1392449,GPLB,Green Planet Bio Engineering Co. Ltd.
4662,1392694,SURG,"Surge Holdings, Inc."
4663,1392972,PRO,"PROS Holdings, Inc."
4664,1393020,IVTY,"Invuity, Inc."
4665,1393052,VEEV,VEEVA SYSTEMS INC
4666,1393066,RFP,Resolute Forest Products Inc.
4667,1393311,PSA-PW,Public Storage
4668,1393311,PSA-PX,Public Storage
4669,1393311,PSA-PH,Public Storage
4670,1393311,PSA-PI,Public Storage
4671,1393311,PSA-PJ,Public Storage
4672,1393311,PSA-PK,Public Storage
4673,1393311,PSA-PL,Public Storage
4674,1393311,PSA-PV,Public Storage
4675,1393311,PSA-PB,Public Storage
4676,1393311,PSA-PC,Public Storage
4677,1393311,PSA-PD,Public Storage
4678,1393311,PSA-PE,Public Storage
4679,1393311,PSA-PF,Public Storage
4680,1393311,PSA-PG,Public Storage
4681,1393311,PSA,Public Storage
4682,1393434,OCUL,"OCULAR THERAPEUTIX, INC"
4683,1393540,IGEN,IGEN NETWORKS CORP
4684,1393548,CLIS,ClickStream Corp
4685,1393612,DFS,Discover Financial Services
4686,1393726,TIPT,TIPTREE INC.
4687,1393772,BUDZ,"WEED, INC."
4688,1393818,BX,Blackstone Group Inc
4689,1393883,DHX,"DHI GROUP, INC."
4690,1394029,YGEHY,YINGLI GREEN ENERGY HOLDING CO LTD
4691,1394056,OSS,"ONE STOP SYSTEMS, INC."
4692,1394108,SUIC,Sino United Worldwide Consolidated Ltd.
4693,1394156,SAUC,"Diversified Restaurant Holdings, Inc."
4694,1394319,TCON,"Tracon Pharmaceuticals, Inc."
4695,1394638,CLCN,CREATIVE LEARNING Corp
4696,1394872,AWGI,Ambient Water Corp
4697,1395064,TAK,TAKEDA PHARMACEUTICAL CO LTD
4698,1395213,EDN,EDENOR
4699,1395848,IOTS,ADESTO TECHNOLOGIES Corp
4700,1395937,SNDX,Syndax Pharmaceuticals Inc
4701,1395942,KAR,"KAR Auction Services, Inc."
4702,1396009,VMC,Vulcan Materials CO
4703,1396033,LL,"Lumber Liquidators Holdings, Inc."
4704,1396054,LITH,U.S. Lithium Corp.
4705,1396446,CYS,"CYS Investments, Inc."
4706,1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC."
4707,1396633,SUME,SUMMER ENERGY HOLDINGS INC
4708,1396814,PCRX,"Pacira BioSciences, Inc."
4709,1396878,UGA,"United States Gasoline Fund, LP"
4710,1397016,OPXS,Optex Systems Holdings Inc
4711,1397047,FPAY,"FlexShopper, Inc."
4712,1397187,LULU,lululemon athletica inc.
4713,1397516,REXX,REX ENERGY CORP
4714,1397702,SILK,Silk Road Medical Inc
4715,1397911,LPLA,LPL Financial Holdings Inc.
4716,1398137,GNAL,"Generation Alpha, Inc."
4717,1398453,XIN,"Xinyuan Real Estate Co., Ltd."
4718,1398529,GKIT,"GREENKRAFT, INC."
4719,1398659,G,Genpact LTD
4720,1398733,AQST,"Aquestive Therapeutics, Inc."
4721,1398805,EVSI,"Envision Solar International, Inc."
4722,1398805,EVSIW,"Envision Solar International, Inc."
4723,1398987,RLGY,REALOGY HOLDINGS CORP.
4724,1399249,PZN,"Pzena Investment Management, Inc."
4725,1399306,SIML,Simlatus Corp
4726,1399306,SIMLD,Simlatus Corp
4727,1399352,WARM,"COOL TECHNOLOGIES, INC."
4728,1399520,STKS,"ONE Group Hospitality, Inc."
4729,1399529,DRNA,Dicerna Pharmaceuticals Inc
4730,1399708,NVCN,NEOVASC INC
4731,1399855,NAUH,"National American University Holdings, Inc."
4732,1399935,FRAN,Francesca's Holdings CORP
4733,1400482,KBBTF,KUBOTA PHARMACEUTICAL HOLDINGS CO LTD
4734,1400683,STWC,"STWC. Holdings, Inc."
4735,1400810,HCI,"HCI Group, Inc."
4736,1400891,IHETW,"iHeartMedia, Inc."
4737,1400891,IHRT,"iHeartMedia, Inc."
4738,1401040,DMAC,DiaMedica Therapeutics Inc.
4739,1401112,PRGNF,Paragon Shipping Inc.
4740,1401257,FET,"FORUM ENERGY TECHNOLOGIES, INC."
4741,1401395,NEPT,Neptune Wellness Solutions Inc.
4742,1401521,UIHC,UNITED INSURANCE HOLDINGS CORP.
4743,1401564,FFNW,"First Financial Northwest, Inc."
4744,1401667,PBYI,"PUMA BIOTECHNOLOGY, INC."
4745,1401680,CSOD,Cornerstone OnDemand Inc
4746,1401708,NSTG,NanoString Technologies Inc
4747,1401835,SRGZ,Star Gold Corp.
4748,1401914,DARE,"Dare Bioscience, Inc."
4749,1402057,CDW,CDW Corp
4750,1402328,SBFM,"Sunshine Biopharma, Inc"
4751,1402436,SSNC,SS&C Technologies Holdings Inc
4752,1402453,HHER,Her Imports
4753,1402479,MYOS,MYOS RENS TECHNOLOGY INC.
4754,1402606,BCOM,B COMMUNICATIONS LTD
4755,1402737,VICA,Rafina Innovations Inc.
4756,1402829,ORN,Orion Group Holdings Inc
4757,1402902,CZZ,Cosan Ltd.
4758,1403085,JRJR,"JRjr33, Inc."
4759,1403161,V,VISA INC.
4760,1403256,SCU,"Sculptor Capital Management, Inc."
4761,1403431,HCCI,"Heritage-Crystal Clean, Inc."
4762,1403475,BMRC,Bank of Marin Bancorp
4763,1403528,OAK-PA,"Oaktree Capital Group, LLC"
4764,1403528,OAK-PB,"Oaktree Capital Group, LLC"
4765,1403568,ULTA,"Ulta Beauty, Inc."
4766,1403570,QTMM,QUANTUM MATERIALS CORP.
4767,1403676,GLTC,"GelTech Solutions, Inc."
4768,1403708,EVOK,Evoke Pharma Inc
4769,1403752,ZYME,Zymeworks Inc.
4770,1403802,SPDL,"SPINDLE, INC."
4771,1403853,NES,"Nuverra Environmental Solutions, Inc."
4772,1404079,SSNYY,Samson Oil & Gas LTD
4773,1404123,ONEM,1Life Healthcare Inc
4774,1404281,NVUS,"Novus Therapeutics, Inc."
4775,1404296,ACFC,Atlantic Coast Financial CORP
4776,1404644,NLTX,"Neoleukin Therapeutics, Inc."
4777,1404655,HUBS,HUBSPOT INC
4778,1404804,OMTK,Omnitek Engineering Corp
4779,1404912,KKR,KKR & Co. Inc.
4780,1404912,KKR-PA,KKR & Co. Inc.
4781,1404912,KKR-PB,KKR & Co. Inc.
4782,1404935,THCT,"THC Therapeutics, Inc."
4783,1404973,EGC,"Energy XXI Gulf Coast, Inc."
4784,1405073,AREXQ,Approach Resources Inc
4785,1405227,URAL,"UNITED RAIL, INC."
4786,1405227,URALD,"UNITED RAIL, INC."
4787,1405495,IDCC,"InterDigital, Inc."
4788,1405513,UNL,"United States 12 Month Natural Gas Fund, LP"
4789,1405528,USL,"United States 12 Month Oil Fund, LP"
4790,1405660,AIKO,Alternative Investment Corp
4791,1405663,IMAHF,I-Minerals Inc
4792,1406234,BIP,Brookfield Infrastructure Partners L.P.
4793,1406587,FOR,Forestar Group Inc.
4794,1406666,CALX,"CALIX, INC"
4795,1407067,FSB,Franklin Financial Network Inc.
4796,1407298,FLY,Fly Leasing Ltd
4797,1407573,PHBR,PhoneBrasil Internetional Inc
4798,1407623,ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP
4799,1407704,BOTY,"LINGERIE FIGHTING CHAMPIONSHIPS, INC."
4800,1407878,DLOC,"Digital Locations, Inc."
4801,1408057,ICCT,iCoreConnect Inc.
4802,1408075,GPK,GRAPHIC PACKAGING HOLDING CO
4803,1408100,KW,"Kennedy-Wilson Holdings, Inc."
4804,1408146,SCYYF,SCANDIUM INTERNATIONAL MINING CORP.
4805,1408198,MSCI,MSCI Inc.
4806,1408278,SYNC,"Synacor, Inc."
4807,1408443,MIST,Milestone Pharmaceuticals Inc.
4808,1408534,FGBI,"First Guaranty Bancshares, Inc."
4809,1408710,FN,Fabrinet
4810,1409036,TARSF,Alianza Minerals Ltd.
4811,1409171,TITN,Titan Machinery Inc.
4812,1409175,WECT,"WECONNECT Tech International, Inc."
4813,1409197,BSPK,"Bespoke Extracts, Inc."
4814,1409253,NAFS,"North America Frac Sand, Inc."
4815,1409269,VERO,Venus Concept Inc.
4816,1409375,OESX,"ORION ENERGY SYSTEMS, INC."
4817,1409431,THRO,Theron Resource Group
4818,1409446,NHMD,Nate's Food Co.
4819,1409493,CIM,CHIMERA INVESTMENT CORP
4820,1409916,NRTSF,Nobilis Health Corp.
4821,1409970,LC,LendingClub Corp
4822,1409999,DGDM,"Digital Development Partners, Inc."
4823,1410098,CRMD,CorMedix Inc.
4824,1410172,RBCN,"Rubicon Technology, Inc."
4825,1410187,CNNC,Cannonau Corp.
4826,1410384,QTWO,"Q2 Holdings, Inc."
4827,1410428,XSPA,"XpresSpa Group, Inc."
4828,1410636,AWK,"American Water Works Company, Inc."
4829,1410738,VPLM,Voip-pal.com Inc
4830,1410939,ISEE,"IVERIC bio, Inc."
4831,1411036,CLTH,"CleanTech Biofuels, Inc."
4832,1411059,KBRS,"KBS Real Estate Investment Trust II, Inc."
4833,1411207,ALSN,Allison Transmission Holdings Inc
4834,1411342,EFC,Ellington Financial Inc.
4835,1411342,EFC-PA,Ellington Financial Inc.
4836,1411494,APO,"Apollo Global Management, Inc."
4837,1411494,APO-PA,"Apollo Global Management, Inc."
4838,1411494,APO-PB,"Apollo Global Management, Inc."
4839,1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC."
4840,1411685,VTGN,"VistaGen Therapeutics, Inc."
4841,1411688,TCS,"Container Store Group, Inc."
4842,1411690,BNGO,"Bionano Genomics, Inc"
4843,1411879,INNV,"INNOVUS PHARMACEUTICALS, INC."
4844,1411906,AMPE,"Ampio Pharmaceuticals, Inc."
4845,1412067,ONTY,"Cascadian Therapeutics, Inc."
4846,1412095,SGOC,"SGOCO Group, Ltd."
4847,1412100,MHLD,"Maiden Holdings, Ltd."
4848,1412126,RMSL,RemSleep Holdings Inc.
4849,1412270,CRCM,Care.com Inc
4850,1412347,WMLPQ,"Westmoreland Resource Partners, LP"
4851,1412408,PHR,"Phreesia, Inc."
4852,1412486,COCP,"Cocrystal Pharma, Inc."
4853,1412659,RGIN,"Regenicin, Inc."
4854,1412665,MOFG,"MidWestOne Financial Group, Inc."
4855,1412707,LEVL,Level One Bancorp Inc
4856,1413119,KBLB,"Kraig Biocraft Laboratories, Inc"
4857,1413159,TGH,TEXTAINER GROUP HOLDINGS LTD
4858,1413263,CJJD,"CHINA JO-JO DRUGSTORES, INC."
4859,1413329,PM,Philip Morris International Inc.
4860,1413447,NXPI,NXP Semiconductors N.V.
4861,1413488,MCTC,"CANNABIS GLOBAL, INC."
4862,1413745,ANTE,AIRNET TECHNOLOGY INC.
4863,1413837,FFWM,First Foundation Inc.
4864,1413855,FANH,FANHUA INC.
4865,1413891,SGSI,"Spectrum Global Solutions, Inc."
4866,1413891,SGSID,"Spectrum Global Solutions, Inc."
4867,1413898,AHC,A. H. Belo Corp
4868,1413909,DSGT,DSG Global Inc.
4869,1414043,FDBL,"Friendable, Inc."
4870,1414374,PBNC,Paragon Commercial CORP
4871,1414382,CLEV,Concrete Leveling Systems Inc
4872,1414767,VSTR,ValueSetters Inc.
4873,1414932,OCSL,Oaktree Specialty Lending Corp
4874,1414932,OSLE,Oaktree Specialty Lending Corp
4875,1414953,MOJO,"MOJO Organics, Inc."
4876,1415306,PSRU,"PURESPECTRUM, INC."
4877,1415311,AGQ,ProShares Trust II
4878,1415311,BOIL,ProShares Trust II
4879,1415311,CROC,ProShares Trust II
4880,1415311,ZSL,ProShares Trust II
4881,1415311,UVXY,ProShares Trust II
4882,1415311,VIXM,ProShares Trust II
4883,1415311,VIXY,ProShares Trust II
4884,1415311,YCL,ProShares Trust II
4885,1415311,YCS,ProShares Trust II
4886,1415311,SCO,ProShares Trust II
4887,1415311,SVXY,ProShares Trust II
4888,1415311,UCO,ProShares Trust II
4889,1415311,UGL,ProShares Trust II
4890,1415311,ULE,ProShares Trust II
4891,1415311,OILD,ProShares Trust II
4892,1415311,OILU,ProShares Trust II
4893,1415311,EUO,ProShares Trust II
4894,1415311,GLL,ProShares Trust II
4895,1415311,KOLD,ProShares Trust II
4896,1415311,EUFX,ProShares Trust II
4897,1415332,LTUM,Lithium Corp
4898,1415404,SATS,EchoStar CORP
4899,1415624,YUME,YuMe Inc
4900,1415744,NMEX,NORTHERN MINERALS & EXPLORATION LTD.
4901,1415916,GMLP,Golar LNG Partners LP
4902,1415916,GMLPP,Golar LNG Partners LP
4903,1415921,NMM,Navios Maritime Partners L.P.
4904,1416090,IMII,INCEPTION MINING INC.
4905,1416697,BLPG,"Blue Line Protection Group, Inc."
4906,1416876,FCHS,"First Choice Healthcare Solutions, Inc."
4907,1417028,MJTK,CANNASYS INC
4908,1417370,YUANF,FINCERA INC.
4909,1417398,HI,"Hillenbrand, Inc."
4910,1417663,SNWV,"SANUWAVE Health, Inc."
4911,1417664,VEII,"Value Exchange International, Inc."
4912,1417754,LINUF,LiNiu Technology Group
4913,1417892,SOL,ReneSola Ltd
4914,1417926,INVO,"INVO Bioscience, Inc."
4915,1417926,INVOD,"INVO Bioscience, Inc."
4916,1418076,SLRC,Solar Capital Ltd.
4917,1418091,TWTR,"TWITTER, INC."
4918,1418100,AVYA,Avaya Holdings Corp.
4919,1418121,APLE,"Apple Hospitality REIT, Inc."
4920,1418133,BSPM,"Biostar Pharmaceuticals, Inc."
4921,1418135,KDP,Keurig Dr Pepper Inc.
4922,1418819,IRDM,Iridium Communications Inc.
4923,1419041,FBRX,"Forte Biosciences, Inc."
4924,1419041,TOCA,"Forte Biosciences, Inc."
4925,1419051,TSOI,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC."
4926,1419242,AT,ATLANTIC POWER CORP
4927,1419275,GRBX,GreenBox POS
4928,1419465,STB,STUDENT TRANSPORTATION INC.
4929,1419536,CBNK,Capital Bancorp Inc
4930,1419554,BBLG,Bone Biologics Corp
4931,1419583,EOPT,"Eos Petro, Inc."
4932,1419600,FLXN,Flexion Therapeutics Inc
4933,1419612,SEDG,"SOLAREDGE TECHNOLOGIES, INC."
4934,1419793,OCLN,"ORIGINCLEAR, INC."
4935,1419806,REEMF,RARE ELEMENT RESOURCES LTD
4936,1419945,TNK,TEEKAY TANKERS LTD.
4937,1419951,DTST,Data Storage Corp
4938,1420302,LOGM,"LogMeIn, Inc."
4939,1420368,DLTI,DLT Resolution Inc.
4940,1420520,ATOM,Atomera Inc
4941,1420529,AACG,ATA Creativity Global
4942,1420565,ALRN,AILERON THERAPEUTICS INC
4943,1420569,PLSB,Pulse Beverage Corp
4944,1420720,IBIO,"iBio, Inc."
4945,1420800,CFX,Colfax CORP
4946,1420811,ONDK,"On Deck Capital, Inc."
4947,1421182,VRS,Verso Corp
4948,1421204,NSPX,"Inspyr Therapeutics, Inc."
4949,1421204,NSPXD,"Inspyr Therapeutics, Inc."
4950,1421461,IPI,"Intrepid Potash, Inc."
4951,1421517,ERII,"Energy Recovery, Inc."
4952,1421636,CBNT,"C-Bond Systems, Inc"
4953,1421865,CHIT,"CHERUBIM INTERESTS, INC."
4954,1421876,GLPG,GALAPAGOS NV
4955,1421907,TDNT,Trident Brands Inc
4956,1422142,ARPO,"Aerpio Pharmaceuticals, Inc."
4957,1422143,KURA,"Kura Oncology, Inc."
4958,1422183,FSK,FS KKR Capital Corp
4959,1422222,ADAC,Adama Technologies Corp
4960,1422296,SHNL,"Shentang International, Inc."
4961,1422768,HLWD,Almost Never Films Inc.
4962,1422841,WAAS,AquaVenture Holdings Ltd
4963,1422892,SINO,"Sino-Global Shipping America, Ltd."
4964,1423221,NX,Quanex Building Products CORP
4965,1423325,ICNN,"Incoming, Inc."
4966,1423689,AGNC,AGNC Investment Corp.
4967,1423689,AGNCM,AGNC Investment Corp.
4968,1423689,AGNCN,AGNC Investment Corp.
4969,1423689,AGNCO,AGNC Investment Corp.
4970,1423689,AGNCP,AGNC Investment Corp.
4971,1423723,QHYG,QHY GROUP
4972,1423774,ZUO,ZUORA INC
4973,1423869,PCB,PCB BANCORP
4974,1423902,WES,"Western Midstream Partners, LP"
4975,1424151,NEXS,NEXUS BIOPHARMA INC
4976,1424404,WOLV,Wolverine Technologies Corp.
4977,1424549,FUTL,FUTURELAND CORP.
4978,1424657,CUEN,Cuentas Inc.
4979,1424768,VYCO,VYCOR MEDICAL INC
4980,1424864,RYES,Rise Gold Corp.
4981,1424929,FOXF,FOX FACTORY HOLDING CORP
4982,1425203,ASDN,Astro Aerospace Ltd.
4983,1425205,IOVA,"IOVANCE BIOTHERAPEUTICS, INC."
4984,1425287,WKHS,Workhorse Group Inc.
4985,1425289,BLTN,BRIGHTLANE CORP.
4986,1425292,UAN,"CVR PARTNERS, LP"
4987,1425450,KIDS,ORTHOPEDIATRICS CORP
4988,1425565,RGSEQ,"Real Goods Solar, Inc."
4989,1425627,IMLE,"SOBR Safe, Inc."
4990,1425627,IMLED,"SOBR Safe, Inc."
4991,1425627,SOBR,"SOBR Safe, Inc."
4992,1426011,TALR,TALON REAL ESTATE HOLDING CORP.
4993,1426332,NGM,NGM BIOPHARMACEUTICALS INC
4994,1426506,SMGI,SMG Industries Inc.
4995,1426800,ASMB,"ASSEMBLY BIOSCIENCES, INC."
4996,1426945,ECHO,"Echo Global Logistics, Inc."
4997,1427437,ETI-P,"ENTERGY TEXAS, INC."
4998,1427437,EZT,"ENTERGY TEXAS, INC."
4999,1427570,OBLN,OBALON THERAPEUTICS INC
5000,1427925,ACRX,ACELRX PHARMACEUTICALS INC
5001,1428205,ARR,"Armour Residential REIT, Inc."
5002,1428205,ARR-PC,"Armour Residential REIT, Inc."
5003,1428336,HQY,"HEALTHEQUITY, INC."
5004,1428389,BLXX,"Blox, Inc."
5005,1428439,ROKU,"ROKU, INC"
5006,1428522,RDUS,"Radius Health, Inc."
5007,1428765,GETH,GREEN ENVIROTECH HOLDINGS CORP.
5008,1428816,EPXY,"Epoxy, Inc."
5009,1428875,SERV,SERVICEMASTER GLOBAL HOLDINGS INC
5010,1429260,FBIO,"Fortress Biotech, Inc."
5011,1429260,FBIOP,"Fortress Biotech, Inc."
5012,1429393,TKLS,"Trutankless, Inc."
5013,1429560,TRVN,TREVENA INC
5014,1429764,BLNK,Blink Charging Co.
5015,1429764,BLNKW,Blink Charging Co.
5016,1429937,BTG,B2GOLD CORP
5017,1430306,TNXP,Tonix Pharmaceuticals Holding Corp.
5018,1430523,VRUS,"VERUS INTERNATIONAL, INC."
5019,1430592,FNGN,"Financial Engines, LLC"
5020,1430602,SNI,"Scripps Networks Interactive, Inc."
5021,1430723,SFBS,"ServisFirst Bancshares, Inc."
5022,1430725,GSL,"Global Ship Lease, Inc."
5023,1430725,GSLD,"Global Ship Lease, Inc."
5024,1430725,GSL-PB,"Global Ship Lease, Inc."
5025,1431074,BRGO,"Bergio International, Inc."
5026,1431372,GST,Gastar Exploration Inc.
5027,1431567,OVLY,Oak Valley Bancorp
5028,1431934,OWCP,OWC Pharmaceutical Research Corp.
5029,1431959,TRCH,TORCHLIGHT ENERGY RESOURCES INC
5030,1432364,AZUL,AZUL SA
5031,1433195,APPF,APPFOLIO INC
5032,1433270,AR,ANTERO RESOURCES Corp
5033,1433309,PLTYF,"Plastec Technologies, Ltd."
5034,1433607,NSPR-WT,"InspireMD, Inc."
5035,1433607,NSPR-WTB,"InspireMD, Inc."
5036,1433607,NSPR,"InspireMD, Inc."
5037,1433642,HLNE,Hamilton Lane INC
5038,1433660,JBT,John Bean Technologies CORP
5039,1433714,CSLT,"CASTLIGHT HEALTH, INC."
5040,1433821,CXBS,"Corix Bioscience, Inc."
5041,1433994,FXSG,Invesco CurrencyShares Singapore Dollar Trust
5042,1434110,PROP,PLEDGE PETROLEUM CORP
5043,1434265,GMAB,GENMAB A/S
5044,1434316,FATE,FATE THERAPEUTICS INC
5045,1434418,CNST,CONSTELLATION PHARMACEUTICALS INC
5046,1434524,CLIR,ClearSign Technologies Corp
5047,1434588,LOPE,"Grand Canyon Education, Inc."
5048,1434601,TMGI,"Marquie Group, Inc."
5049,1434614,SAND,SANDSTORM GOLD LTD
5050,1434620,IILG,"ILG, LLC"
5051,1434621,TREE,"LendingTree, Inc."
5052,1434647,KMPH,"KEMPHARM, INC"
5053,1434674,CHND,CHINA MEDIA INC.
5054,1434728,GWRS,"Global Water Resources, Inc."
5055,1434729,HSNI,"HSN, Inc."
5056,1434737,SRSG,"SPIRITS TIME INTERNATIONAL, INC."
5057,1434754,SB,"SAFE BULKERS, INC."
5058,1434754,SB-PC,"SAFE BULKERS, INC."
5059,1434754,SB-PD,"SAFE BULKERS, INC."
5060,1434842,FLSS,Forbes Energy Services Ltd.
5061,1434868,ESPR,"Esperion Therapeutics, Inc."
5062,1435049,ADRO,"ADURO BIOTECH, INC."
5063,1435064,CETX,CEMTREX INC
5064,1435064,CETXP,CEMTREX INC
5065,1435064,CETXW,CEMTREX INC
5066,1435163,CTDT,"CENTAURUS DIAMOND TECHNOLOGIES, INC."
5067,1435181,PHBI,Pharmagreen Biotech Inc.
5068,1435224,VEGL,"Vegalab, Inc."
5069,1435387,DENR,Discovery Energy Corp.
5070,1435508,FSFG,"First Savings Financial Group, Inc."
5071,1435617,PWDY,"POWERDYNE INTERNATIONAL, INC."
5072,1436126,MG,"Mistras Group, Inc."
5073,1436161,CNAB,United Cannabis Corp
5074,1436161,CNABQ,United Cannabis Corp
5075,1436208,LEGH,Legacy Housing Corp
5076,1436229,BTCS,BTCS Inc.
5077,1436425,HBCP,"HOME BANCORP, INC."
5078,1437071,IVR,Invesco Mortgage Capital Inc.
5079,1437071,IVR-PA,Invesco Mortgage Capital Inc.
5080,1437071,IVR-PB,Invesco Mortgage Capital Inc.
5081,1437071,IVR-PC,Invesco Mortgage Capital Inc.
5082,1437107,DISCA,"Discovery, Inc."
5083,1437107,DISCB,"Discovery, Inc."
5084,1437107,DISCK,"Discovery, Inc."
5085,1437226,MHH,"Mastech Digital, Inc."
5086,1437260,NNA,Navios Maritime Acquisition CORP
5087,1437283,RPMT,"REGO PAYMENT ARCHITECTURES, INC."
5088,1437352,EVBG,"EVERBRIDGE, INC."
5089,1437402,ARDX,"ARDELYX, INC."
5090,1437424,POETF,POET TECHNOLOGIES INC.
5091,1437479,ENBP,ENB Financial Corp
5092,1437491,ZEST,"Ecoark Holdings, Inc."
5093,1437517,CLOQ,"CYBERLOQ TECHNOLOGIES, INC."
5094,1437557,LLEX,"LILIS ENERGY, INC."
5095,1437557,LLEXQ,"LILIS ENERGY, INC."
5096,1437578,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.
5097,1437822,ETAH,ETERNITY HEALTHCARE INC.
5098,1437925,GMGI,"Golden Matrix Group, Inc."
5099,1437925,GMGID,"Golden Matrix Group, Inc."
5100,1437958,CCB,COASTAL FINANCIAL CORP
5101,1438133,TNDM,TANDEM DIABETES CARE INC
5102,1438231,DMRC,Digimarc CORP
5103,1438423,MRAM,EVERSPIN TECHNOLOGIES INC
5104,1438461,ELRE,Yinfu Gold Corp.
5105,1438533,RTRX,"Retrophin, Inc."
5106,1438569,GRFS,Grifols SA
5107,1438644,DL,China Distance Education Holdings LTD
5108,1438673,EGRN,"Evergreen-Agra Global Investments, Inc."
5109,1438731,ALJJ,ALJ REGIONAL HOLDINGS INC
5110,1438901,FLES,"4Less Group, Inc."
5111,1438943,VBIO,"Vitality Biopharma, Inc."
5112,1439095,MRC,MRC GLOBAL INC.
5113,1439124,EBR,BRAZILIAN ELECTRIC POWER CO
5114,1439124,EBR-B,BRAZILIAN ELECTRIC POWER CO
5115,1439222,AGIO,"AGIOS PHARMACEUTICALS, INC."
5116,1439288,RXN,Rexnord Corp
5117,1439299,CCGN,"Consumer Capital Group, Inc."
5118,1439404,ZNGA,ZYNGA INC
5119,1439567,DNO,"United States Short Oil Fund, LP"
5120,1440024,RRTS,"Roadrunner Transportation Systems, Inc."
5121,1440153,BKUH,"Bakhu Holdings, Corp."
5122,1440799,MMEX,MMEX Resources Corp
5123,1440972,LAC,LITHIUM AMERICAS CORP.
5124,1441082,LAKF,Lake Forest Minerals Inc.
5125,1441236,CLW,Clearwater Paper Corp
5126,1441683,APPN,APPIAN CORP
5127,1441693,MBII,MARRONE BIO INNOVATIONS INC
5128,1441769,DIRV,DIRECTVIEW HOLDINGS INC
5129,1441816,MDB,"MongoDB, Inc."
5130,1441849,CLDPQ,CLOUD PEAK ENERGY INC.
5131,1442101,ZYJT,Zhong Ya International Ltd
